lessons_completed,avg_assessment_score,time_spent_hours,attendance_rate,previous_grade,final_grade
37.454011884736246,37.99481832864791,55.08625587202686,0.6391842408313283,57.52067623758323,37.45420959398785
95.07143064099162,63.19655786159312,161.36056237205702,0.8991465986045933,60.42575910207259,82.54027473760794
73.1993941811405,65.04155443685798,107.22828566124572,0.6631269590205734,57.769365575258185,61.37108464321733
59.86584841970366,58.01195134663079,121.19961208489953,0.6496916868526741,54.006476021511624,62.69422683056911
15.601864044243651,26.519209310280953,44.63939236038303,0.6162529961039156,100.0,43.16990653025828
15.599452033620265,31.727423679080403,21.535905558456438,0.5648394891121177,89.97008592982604,35.607396980955585
5.8083612168199465,22.405074397263,24.07440566948197,0.628231530508383,98.80551253216392,37.341066551196256
86.61761457749351,75.22413099652982,138.64407578238152,0.6776598742369438,51.65657470666655,75.37330668348619
60.11150117432088,51.37639370743814,114.95486941776902,0.8369971040728652,71.06880624866339,59.96302680375768
70.80725777960456,42.955471110563266,146.31764335975402,0.5312824211097258,50.597385621938564,60.05738823287403
2.0584494295802447,15.73709679203203,1.0,0.6052534698326715,59.56457684204404,29.829555633373708
96.99098521619943,79.97056652297071,167.21186901151043,0.9045118201458382,56.22809524875137,84.632328627504
83.24426408004217,70.98677322798325,142.46440418656366,0.5734609617918853,88.59376009662343,73.32186009240847
21.233911067827616,12.096251989276237,61.920967748498406,0.6713225732612608,64.05655482847361,26.306655856100836
18.182496720710063,11.917182300414419,50.471694504630435,0.93232946092907,86.02569000541024,34.38745157309808
18.34045098534338,33.36984422306941,36.23113650193278,0.5774626555717213,79.06181334382777,41.395778639209446
30.42422429595377,30.901405468601087,60.850527408931384,0.541368417809095,100.0,49.63055116283048
52.475643163223786,53.54795718798289,86.77307689278334,0.7422689975400054,47.80833665290414,42.37946563465573
43.194501864211574,40.51933506625271,100.93185987529633,0.6512097556392682,88.88849859680198,54.14245866080254
29.122914019804192,30.683601208820384,64.00404575978541,0.7817041822419271,87.19661305601092,47.34503613571563
61.18528947223795,62.212540690326534,140.29579449465203,0.9019024452417376,55.39931742959448,62.84803055206931
13.949386065204184,14.604122963469187,40.014166890586964,0.5685742440763716,85.10700004709739,39.79574638822045
29.214464853521815,31.411333166875103,53.19559577662578,0.7903495422771425,75.04217444539343,46.08803670939016
36.63618432936917,31.022576143507994,52.24856060486135,0.7527543801949319,66.58785610069889,49.74476991601368
45.606998421703594,37.579936620869354,61.36340248871622,0.5720393930065998,57.64096769542,43.39032932452311
78.51759613930136,61.87059606282455,114.01435506386969,0.8119992427644912,59.21335822826221,70.80252694201556
19.967378215835975,26.19850246742231,53.95796708892621,0.6368202089303858,100.0,51.71430904652388
51.42344384136116,41.20892447231804,104.76604111049075,0.7439171592720062,70.01024228436223,60.0062479086798
59.24145688620425,64.02658107607817,85.14432479882437,0.5411361621385309,81.73195002297189,58.01318370644937
4.645041271999773,4.3054558682048025,40.393136619141394,0.7297920286068116,58.13650927498671,22.3276891859925
60.75448519014384,50.65942319148709,103.88581200996417,0.6532317340214102,58.30220580667542,54.07589188942202
17.052412368729154,17.53937807536866,47.78051373287697,0.9111906055926772,86.22977213874913,41.619392549595375
6.505159298527952,29.023390352506894,53.94104837162329,0.5284893634986841,49.756356826727014,34.275373194694424
94.88855372533332,78.38753537284907,175.78542032598295,0.709303637459165,63.77179348142093,74.7749276112526
96.56320330745594,87.9126877099055,160.81684524259643,0.729215712065719,70.51041116608349,84.25198993104176
80.83973481164611,51.73221063778256,127.89171883623985,0.8625030381495593,71.67058902760078,56.11492868548931
